172.20.0.1 - - [03/Jul/2025:23:30:14 +0000] "GET /openapi.json HTTP/1.1" 404 5100 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.074 uct="0.001" uht="0.058" urt="0.074"
172.20.0.1 - - [03/Jul/2025:23:30:22 +0000] "GET /api/docs HTTP/1.1" 200 939 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.001" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:30:23 +0000] "GET /openasdpi.json HTTP/1.1" 404 5102 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.068 uct="0.000" uht="0.059" urt="0.068"
172.20.0.1 - - [03/Jul/2025:23:32:26 +0000] "GET /api/docs HTTP/1.1" 200 937 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:32:27 +0000] "GET /openapi.json HTTP/1.1" 404 5100 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.059 uct="0.000" uht="0.050" urt="0.058"
172.20.0.1 - - [03/Jul/2025:23:32:27 +0000] "GET /api/docs HTTP/1.1" 200 937 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.000 uct="0.000" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:32:28 +0000] "GET /openapi.json HTTP/1.1" 404 5100 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.056 uct="0.000" uht="0.045" urt="0.057"
172.20.0.1 - - [03/Jul/2025:23:34:07 +0000] "GET /api/docs HTTP/1.1" 200 937 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.001" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:34:07 +0000] "GET /openapi.json HTTP/1.1" 404 5102 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.076 uct="0.000" uht="0.070" urt="0.076"
172.20.0.1 - - [03/Jul/2025:23:34:30 +0000] "GET /api/docs HTTP/1.1" 200 937 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=11.038 uct="0.000" uht="11.037" urt="11.037"
